#,Variable,Type,Label,Calculated,Source, Definition- From IPEDS glossary and Data Dictionary unless variable is calculated,New/Revised Variable,,,,,
168,auxiliary02,Num,Expenditures for auxiliary enterprises - salaries and wages,No,Finance-Expenditures,"Auxiliary enterprises - salaries and wages are amounts paid as compensation for services to all employees - faculty, staff, part time, full time, regular employees, and student employees of essentially self-supporting operations of the institution that exist to furnish a service to students, faculty, or staff, and that charge a fee that is directly related to, although not necessarily equal to, the cost of the service. Examples are residence halls, food services, student health services, intercollegiate athletics (only if essentially self- supporting), college unions, college stores, faculty and staff parking, and faculty housing.",,,,,,
169,hospital01,Num,Expenditures for hospital services - current year total,See data mapping file,Finance-Expenditures,"Hospital services - total expenses is the sum of all operating expenses associated with a hospital operated by the postsecondary institution (but not as a component unit) and reported as a part of the institution. This classification includes nursing expenses, other professional services, general services, administrative services, and fiscal services.  The amount of interest attributed to the hospital services function has been subtracted from the total hospital services expenditure amount institutions reporting on the FASB or 2009 aligned form.",,,,,,
170,hospital01_fasb,Num,Expenditures for hospital services - current year total (FASB),No,Finance-Expenditures,"Hospital services as reported by FASB institutions - total expenses is the sum of all operating expenses associated with a hospital operated by the postsecondary institution (but not as a component unit) and reported as a part of the institution. This classification includes nursing expenses, other professional services, general services, administrative services, and fiscal services. FASB institutions can include actual or allocated costs for operations and maintenance of plant and interest attributed to the hospital services function.",,,,,,
171,hospital02,Num,Expenditures for hospital services - salaries and wages,No,Finance-Expenditures,"Hospital services - salaries and wages are amounts paid as compensation for services to all employees - faculty, staff, part time, full time, regular employees, and student employees of a hospital operated by the postsecondary institution (but not as a component unit) and reported as a part of the institution. This classification includes nursing expenses, other professional services, general services, administrative services, and fiscal services.",,,,,,
172,independ01,Num,Expenditures for independent operations - current year total,See data mapping file,Finance-Expenditures,"Independent operations - Expenses associated with operations that are independent of or unrelated to the primary missions of the institution (i.e., instruction, research, public service) although they may contribute indirectly to the enhancement of these programs. This category is generally limited to expenses of a major federally funded research and development center. Also included are information technology expenses, actual or allocated costs for operation and maintenance of plant, and depreciation related to the independent operations. Excluded are expenses of operations owned and managed as investments of the institution's endowment funds. The amount of interest attributed to the independent operations function has been subtracted from the total independent operations expenditure amount at institutions reporting on the FASB or 2009 aligned form. ",,,,,,
173,independ01_fasb,Num,Expenditures for independent operations - current year total (FASB),No,Finance-Expenditures,"Independent operations as reported by FASB institutions - Expenses associated with operations that are independent of or unrelated to the primary missions of the institution (i.e., instruction, research, public service) although they may contribute indirectly to the enhancement of these programs. This category is generally limited to expenses of a major federally funded research and development center. Also included are information technology expenses, actual or allocated costs for operation and maintenance of plant, and depreciation related to the independent operations. FASB institutions also charge or allocate interest expense to independent operations. Excluded are expenses of operations owned and managed as investments of the institution's endowment funds. FASB institutions can include actual or allocated costs for operations and maintenance of plant and interest attributed to the independent operations function.",,,,,,
174,independ02,Num,Expenditures for independent operations - salaries and wages,No,Finance-Expenditures,"Independent operations - salaries and wages are amounts paid as compensation for services to all employees - faculty, staff, part time, full time, regular employees, and student employees of operations that are independent of or unrelated to the primary missions of the institution (i.e., instruction, research, public service) although they may contribute indirectly to the enhancement of these programs. ",,,,,,
175,otheroper01,Num,Expenditures for other operating - current year total,No,Finance-Expenditures,"Other expenses and deductions - total expenses is the sum of all operating expenses associated with functions other than those listed previously, i.e., instruction, research, public service, academic support, student services, institutional support, operations and maintenance of plant, depreciation, scholarships and fellowships, auxiliary enterprises, hospitals, and independent operations. This category was completely discontinued by IPEDS starting in academic year 2010.",,,,,,
176,otheroper02,Num,Expenditures for other operating - salaries and wages,No,Finance-Expenditures,"Other expenses and deductions - salaries and wages are amounts paid as compensation for services to all employees - faculty, staff, part time, full time, regular employees, and student employees associated with functions other than those listed previously, i.e., instruction, research, public service, academic support, student services, institutional support, operations and maintenance of plant, depreciation, scholarships and fellowships, auxiliary enterprises, hospitals, and independent operations. This category was completely discontinued by IPEDS starting in academic year 2010.",,,,,,
177,totaloper01,Num,Expenditures for total operating - current year total,No,Finance-Expenditures,Total operating expenses - total expenses is the sum of all operating expenses that result from providing goods and services. Operating transactions are incurred in the course of the operating activities of the institution. This category was completely discontinued by IPEDS starting in academic year 2010.,,,,,,
178,totaloper02,Num,Expenditures for total operating - salaries and wages,No,Finance-Expenditures,"Total operating expenses - salaries and wages are amounts paid as compensation for services to all employees - faculty, staff, part time, full time, regular employees, and student employees associated with providing goods and services. This category was completely discontinued by IPEDS starting in academic year 2010.",,,,,,
179,totaloper03,Num,Expenditures for total operating - employee fringe benefits,No,Finance-Expenditures,"Total operating expenses - benefits are payments made to an individual over and above that received in the form of a salary or wage, such as for insurance or retirement benefits, associated with providing goods and services.  This category was completely discontinued by IPEDS starting in academic year 2010.",,,,,,
180,totaloper04,Num,Expenditures for total operating - depreciation,No,Finance-Expenditures,"Total operating expenses - depreciation is the allocation or distribution of the cost of capital assets, less any salvage value, to expenses over the estimated useful life of the asset in a systematic and rational manner for those assets associated with providing goods and services. This category was completely discontinued by IPEDS starting in academic year 2010.",,,,,,
181,totaloper05,Num,Expenditures for total operating - all total operating expenses,No,Finance-Expenditures,"Total operating expenses - all other is the sum of expenses not included in salaries and wages, benefits, or depreciation that are associated with providing goods and services.  This category was completely discontinued by IPEDS starting in academic year 2010.",,,,,,
182,interest01,Num,Interest - current year total,See data mapping file,Finance-Expenditures,Interest - total expense is the price paid for the use of money over a period of time.,,,,,,
183,othernon01,Num,Expenditures for other nonoperating - current year total,No,Finance-Expenditures,Other nonoperating expenses and deductions - total expense is the sum of all expenses incurred other than interest that are not classified as operating expenses. This category was completely discontinued by IPEDS starting in academic year 2010.,,,,,,
184,othernon02,Num,Expenditures for other nonoperating - salaries and wages,No,Finance-Expenditures,"Other nonoperating expenses and deductions - salaries and wages are amounts paid as compensation for services to all employees - faculty, staff, part time, full time, regular employees, and student employees associated with functions other than operating transactions. This category was completely discontinued by IPEDS starting in academic year 2010.",,,,,,
185,other01,Num,Other expenses - current year total,See data mapping file,Finance-Expenditures,"The total amount of operating and non-operating  costs classified as ""other"" at GASB 34/35 reporting institutions starting in 2002.  The residual amount of expenditures between the total expenditure amount reported by an institution and the sum of the functional expenditure categories reported at FASB institutions starting in 2000.  The amount of interest attributed to the other function has been subtracted from the total other expenditure amount at institutions reporting on the FASB or 2009 aligned form.",,,,,,
186,other01_fasb,Num,Other expenses - current year total (FASB),No,Finance-Expenditures,"The residual amount of expenditures between the total expenditure amount reported by an institution and the sum of the functional expenditure categories reported at FASB institutions. FASB institutions can include actual or allocated costs for operations and maintenance of plant and interest attributed to the ""other"" function.",,,,,,
187,other02,Num,Other expenses - salaries and wages,No,Finance-Expenditures,The amount of other expenditures that goes directly to salaries and wages.,,,,,,
188,totalnon01,Num,Expenditures for total nonoperating - current year total,No,Finance-Expenditures,Total nonoperating expenses and deductions - total expense is total expenses is the sum of all expenses incurred that are not classified as operating expenses. GASB requires that revenues and expenses be separated between operating and nonoperating. Operating revenues and expenses result from providing goods and services. Nonoperating activities are those outside the activities that are part of the operating activities of the institution. Most government appropriations are nonoperating because they are not generated by the operations of the institution. Investment income is nonoperating in most instances because institutions are not engaged in investing as an operating activity. Gifts are defined as nonoperating. Nonexchange transactions generate nonoperating revenues. This category was completely discontinued by IPEDS starting in academic year 2010.,,,,,,
189,totalnon02,Num,Expenditures for total nonoperating - salaries and wages,No,Finance-Expenditures,"Total nonoperating expenses and deductions - salaries and wages are amounts paid as compensation for services to all employees - faculty, staff, part time, full time, regular employees, and student employees associated with functions other than operating transactions.  This category was completely discontinued by IPEDS starting in academic year 2010.",,,,,,
190,total01,Num,Grand total expenditures - current year total,No,Finance-Expenditures,Total expenses and deductions - total expense is the sum of operating and non- operating expenses and deductions.,,,,,,
191,total02,Num,Grand total expenditures - salaries and wages,No,Finance-Expenditures,Total expenses and deductions - salaries and wages is the sum of operating and non-operating salary and wage expenses.,,,,,,
192,total03_expenses,Num,Grand total expenditures - employee fringe benefits,No,Finance-Expenditures,Total expenses and deductions - benefits is the sum of operating and non- operating benefits expenses.,,,,,,
193,total04,Num,Grand total expenditures - depreciation,No,Finance-Expenditures,Total expenses and deductions - depreciation is the sum of operating and non-operating depreciation expenses.,,,,,,
194,total05,Num,Grand total expenditures - all other total expenses,No,Finance-Expenditures,"Total expenses and deductions - all other is the sum of operating and non- operating expenses not classified as salaries and wages, benefits, or depreciation.",,,,,,
195,total06,Num,Grand total expenditures - operation and maintenance of plant,No,Finance-Expenditures,Total expenditures on operations and maintenance of plant.,,,,,,
196,total07,Num,Grand total expenditures - interest,No,Finance-Expenditures,Total expenditures on interest.,,,,,,
197,eandg01,Num,Total education and general expenditures - current year total,See data mapping file,Finance-Expenditures,"Total education and general expenditures includes all core operating expenditures, including sponsored research, but excluding auxiliary enterprises. This variable was originally reported in IPEDS, but for recent years it is calculated by summing expenditures on instruction, research, public service, academic support, student services, institutional support, operations and maintenance, and scholarships and fellowships. ",,,,,,
198,eandg01_sum,Num,Total education and general expenditures - current year total (adjusted),Yes,"Finance-expenditures; sum(instruction01, research01, pubserv01, acadsupp01, studserv01, instsupp01, opermain01, grants01)","Total education and general expenditures includes all core operating expenditures, including sponsored research, but excluding auxiliary enterprises. Rather than using the educational and general expenditure amount reported in IPEDS when available, the variable eandg01_sum is calculated for all years from 1987-2006 by summing expenditures on instruction, research, public service, academic support, student services, institutional support, operations and maintenance, and scholarships and fellowships. ",,,,,,
199,eandg01_w_auxother_sum,Num,"Total education and general expenditures with auxiliary, hospital, independent and other operations - current year total (adjusted)",Yes,"Finance-Expenditures; sum(eandg01_sum,auxother_cost)","Total education and general expenditures with auxiliary, hospital, independent and other operations expenditures.",,,,,,
200,eandg02,Num,Total education and general expenditures - salaries and wages,See data mapping file,Finance-Expenditures,Education and general expenditures on salaries and wages.,,,,,,
201,eandg03,Num,Total education and general expenditures - employee fringe benefits,See data mapping file,Finance-Expenditures,Education and general expenditures on fringe benefits for employees.,,,,,,
202,eandg03a,Num,Total education and general expenditures - employee fringe benefits (institutional accounts),No,Finance-Expenditures,Total education and general employee fringe benefits paid from institutional accounts.,,,,,,
203,eandg03b,Num,Total education and general expenditures - employee fringe benefits (noninstitutional accounts),No,Finance-Expenditures,Total education and general employee fringe benefits paid from noninstitutional accounts.,,,,,,
204,eandg04,Num,Total education and general expenditures - depreciation,No,Finance-Expenditures,Total education and general expenditures on depreciation.,,,,,,
205,eandg05,Num,Total education and general expenditures - all other expenses,No,Finance-Expenditures,Total education and general expenditures on other expenses.,,,,,,
206,eandg06,Num,Total education and general expenditures - operations and maintenace of plant,No,Finance-Expenditures,Total education and general expenditures on operations and maintenance of physical plant.,,,,,,
207,eandg07,Num,Total education and general expenditures - interest,No,Finance-Expenditures,Total education and general expenditures on interest payments.,,,,,,
208,eandg08,Num,Total education and general expenditures - total compensation,See data mapping file,Finance-Expenditures,"Total education and general expenditures on employees' salaries, wages, and fringe benefits.",,,,,,
209,rschpub01,Num,Expenditures for research and public service,See data mapping file,Finance-Expenditures,Expenditures for research and public service.,,,,,,
210,acadinststud01,Num,Expenditures for academic and institutional support and student services,See data mapping file,Finance-Expenditures,Expenditures for academic and institutional support and student services.,,,,,,
211,acadinstsupp01,Num,Expenditures for academic and institutional support,Yes,"Finance-Expenditures: sum(acadinststud01, (-1 *studserv01))",Expenditures for academic and institutional support.,,,,,,
212,education_share,Num,Education-related share of expenses,Yes,"finance-expenditures; sum(instruction01,studserv01)/sum(instruction01,studserv01,research01,pubserv01)","The instruction and student services portion of spending on instruction,student services, research, and public service; it is used in the calculation of education and related expenses.",,,,,,
213,noneducation_share,Num,Non-educational share of expenses,Yes,"Finance-expenditures; sum(research01,pubserv01)/sum(instruction01,studserv01,research01,pubserv01)","The research and public service portion of spending on instruction, student services, research, and public service.",,,,,,
214,other_ed_related_cost,Num,Other education-related expenses,Yes,"Finance-Expenditures; sum(education_share*sum(acadsupp01,instsupp01,opermain01))","The education-related portion of spending on academic support, institutional support, and operations and maintenance.  Spending on instruction, student services, and other educational costs equals education and related expenses.",,,,,,
215,instruction_share,Num,Instruction share of education and related expenses,Yes,Finance-expenditures; instruction01/eandr,The share of education and related spending on instruction.,,,,,,
216,studserv_share,Num,Student services share of education and related expenses,Yes,Finance-expenditures; studserv01/eandr,The share of educuation and related spending on student services,,,,,,
217,admin_share,Num,Academic and institutional support and operations and maintenance share of education and related expenses,Yes,Finance-expenditures; other_ed_related_cost/eandr,"The share of education and related spending on other education and related costs (the portion of spending on academic support, institutional support, and operations and maintenance ascribed to the education function).",,,,,,
218,eandr,Num,Education and related expenses,Yes,"Finance-expenditures; sum(instruction01,studserv01,(education_share*sum(acadsupp01,instsupp01,opermain01)))","Total spending on direct educational costs. Education and related expenses includes spending on instruction, student services, and the education share of spending on central academic and administrative support, and operations and maintenance. The sum of education and related expenses, research and related expenses, public service and related expenses, and scholarships and fellowships totals to education and general expenses.",,,,,,
219,eandr_degree,Num,Education and related expenses per degree,Yes,Finance-expenditures; eandr/totaldegrees,A measure of spending on direct educational costs per degree (in contrast to cost per student enrolled); education and related expenses (for all students) are divided by all degrees awarded in the same year.,,,,,,
220,eandr_completion,Num,Education and related expenses per completion,Yes,Finance-expenditures; eandr/totalcompletions,"A measure of spending on total educational costs per completion (in contrast to costs per student enrolled); education and related expenses (for all students) are divided by all degress and certificates awarded in the same year.  “Completions” includes all degrees, certificates, diplomas or other formal awards granted by an institution in a year, regardless of when the student initially enrolled in that institution (i.e. as a freshman or a junior) and without regard to the number of years the student was enrolled before attaining the completion.  (Much as the average cost per student does not distinguish between costs by level of student or discipline, spending per completions does not distinguish between spending on different types of degrees and certificates awarded).",,,,,,
221,research_share,Num,Research-related share of expenses,Yes,"Finance-expenditures; (research01/sum(instruction01,studserv01,research01,pubserv01))","The research share of spending on research, instruction, student services, and public services.  This variable is used in the calculation of research and related expenses",,,,,,
222,research_related_cost,Num,Research and related expenses,Yes,"Finance-Expenditures; sum(research01,((research_share)*sum(instsupp01,acadsupp01,opermain01));","Total expenditures on research and the research portion of spending on institutional support, academic support, and operations and maintenance.  The sum of education and related expenses, research and related expenses, public service and related expenses, and scholarships and fellowships totals to education and general expenses.",,,,,,
223,pubserv_share,Num,Public service-related share of expenses,Yes,"Finance- expenditures; pubserv01/sum(instruction01,studserv01,research01,pubserv01))","The public service share of spending on research, instruction, student services, and public services. This variable is used in the calculation of public service and related expenses",,,,,,
224,pubserv_related_cost,Num,Public service and related expenses,Yes,"Finance-expenditures; sum(pubserv01,((pubserv_share)*sum(instsupp01,acadsupp01,opermain01))","Total expenditures on public service and the public service portion of spending on institutional support, academic support, and operations and maintenance.  The sum of education and related expenses, research and related expenses, public service and related expenses, and scholarships and fellowships totals to education and general expenses.",,,,,,
225,research_pubserv_grants,Num,Research and public service related expenses and scholarships/fellowships,Yes,"Finance-expenditures; sum(research_related_cost,pubserv_related_cost,grants01)","Total expenditures on research and public services related expenses and scholarships and fellowships.  The sum of education and related expenses, research and related expenses, public service and related expenses, and scholarships and fellowships totals to education and general expenses.",,,,,,
226,auxother_cost,Num,"Expenses for auxiliary enterprises, hospitals, independent operations, and other",Yes,"Finance-expenditures; sum(auxiliary01, hospital01, independ01,other01)","Total expenditures on auxiliary enterprises, hospitals, independent and other operations. This variable is used in the calculation of eandg01_sum_auxother.",,,,,,
227,sticker_subsidy,Num,Sticker subsidy,Yes,Finance-revenues/expenditures; (eandr - tuition03),The dollar amount of education and related expenses that is covered by institutional resources (endowment or state funding); it is the difference between education and related expenses and gross tuition revenue.,,,,,,
228,average_subsidy,Num,Average subsidy,Yes,Finance-expenditures; (eandr-nettuition01),The dollar amount of education and related expenses that is covered by institutional resources (endowment or state funding); it is the difference between education and related expenses and net tuition revenue.,,,,,,
229,sticker_price_share,Num,Share of education and related expenses from gross tuition revenue,Yes,Finance-revenues/expenditures; tuition03/eandr,The share of education and related expenses that are covered by gross tuition revenue.,,,,,,
230,nettuition_share,Num,Share of education and related expenses from net tuition revenue,Yes,Finance-Revenues/Expenditures;  nettuition01/eandr,The share of education and related expenses that are covered by net tuition revenue. ,,,,,,
231,average_subsidy_share,Num,Share of education and related expenses from the average subsidy,Yes,Finance-expenditures; average_subsidy/eandr,The share of education and related expenses that are covered by the average subsidy.,,,,,,
232,gross_auxiliary_margin,Num,Gross auxiliary margin,Yes,Finance- Revenues/Expenditures; auxiliary03-auxiliary01,The difference between auxiliary revenues and expenditures.,,,,,,
233,gross_auxiliary_margin_percent,Num,Ratio of auxiliary revenues to auxiliary expenditures,Yes,Finance- Revenues/Expenditures; auxiliary03/auxiliary01,The proportion of auxiliary revenues to auxiliary expenditures.,,,,,,
234,gross_operating_margin,Num,Margin between total revenues and total expenditures,Yes,Finance- Revenues/Expenditures; total03_revenue-total01,The difference between total current funds revenue and total current funds expenditures.,,,,,,
235,fringe_benefit_play,Num,Estimated multiplier of benefits share of labor costs,Yes,Finance-expenditures; (eandg08/eandg02) ,"A multiplier to estimate cash contributions in the form of supplementary or deferred compensation other than salary. Excludes the employee's contribution. Employee fringe benefits include retirement plans, social security taxes, medical/dental plans, guaranteed disability income protection plans, tuition plans, housing plans, unemployment compensation plans, group life insurance plans, worker's compensation plans, and other benefits in-kind with cash options. Data was not reported for nonprofit private 4-year institutions for 1997-2002; the variable fringe_benefit_play_imp includes imputations for these missing years. ",,,,,,
236,fringe_benefit_play_imp,Num,Estimated multiplier of benefits share of labor costs (adjusted),Yes,Finance-expenditures; (eandg08/eandg02) ,"A multiplier to estimate cash contributions in the form of supplementary or deferred compensation other than salary. Excludes the employee's contribution. Employee fringe benefits include retirement plans, social security taxes, medical/dental plans, guaranteed disability income protection plans, tuition plans, housing plans, unemployment compensation plans, group life insurance plans, worker's compensation plans, and other benefits in-kind with cash options. This variable includes interpolated data for 1997-2002 at private not-for-profit institutions; these institutions did not report total education and general expenditures on salaries and wages and/or total compensation during those years.",,,,,,
237,instr_sal_as_pct_instrtot,Num,Share of total instructional expenditures for salaries and wages,Yes,Finance-expenditures; instruction02/instruction01,The share of total instructional expenditures attributable to salaries and wages.,,,,,,
238,labor_share_of_instructcost,Num,Share of total instructional expenditures for labor costs,Yes,Finance-expenditures; (fringe_benefit_play_imp*instruction02)/instruction01,"The share of instructional expenditures attributable to salaries, wages, and fringe benefits.",,,,,,
239,research_sal_as_pct_restot,Num,Share of total research expenditures for salaries and wages,yes,Finance-expenditures; research02/research01,The share of total research expenditures attributable to salaries and wages.,,,,,,
240,labor_share_of_rescost,Num,Share of total research expenditures for labor costs,Yes,Finance-expenditures; (fringe_benefit_play_imp*research02)/research01,"The share of total research expenditures attributable to salaries, wages, and fringe benefits.",,,,,,
241,acadsupp_sal_as_pct_acadsupptot,Num,Share of total academic support expenditures for salaries and wages,Yes,Finance-expenditures; (acadsupp02/acadsupp01),The share of total academic support expenditures attributable to salaries and wages,,,,,,
242,labor_share_of_acadsuppcost,Num,Share of total academic support expenditures for labor costs,Yes,Finance-expenditures; =(fringe_benefit_play_imp*acadsupp02)/acadsupp01,"The share of academic support expenditures attributable to salaries, wages, and fringe benefits.",,,,,,
243,studserv_sal_as_pct_studservtot,Num,Share of total student services expenditures for salaries and wages,Yes,Finance-expenditures; studserv02/studserv01,The share of total student services expenditures attributable to salaries and wages,,,,,,
244,labor_share_of_studservcost,Num,Share of total student services expenditures for labor costs,Yes,Finance-expenditures; (fringe_benefit_play_imp*studserv02)/studserv01,"The share of student services expenditures attributable to salaries, wages, and fringe benefits.",,,,,,
245,instsupp_sal_as_pct_instsupptot,Num,Share of total institutional support expenditures for salaries and wages,Yes,Finance-expenditures; instsupp02/instsupp01,The proportion of total institutional support expenditures that goes to salaries and wages,,,,,,
246,labor_share_of_instsuppcost,Num,Share of total institutional support expenditures for labor costs,Yes,Finance-expenditures; (fringe_benefit_play_imp*instsupp02)/instsupp01,"The amount of Institutional Support expenditures that go to salaries, wages, and fringe benefits.",,,,,,
247,pubserv_sal_as_pct_pubservtot,Num,Share of total public service expenditures for salaries and wages,yes,Finance-expenditures; pubserv02/pubserv01,The proportion of total public service expenditures that goes to salaries and wages,,,,,,
248,labor_share_of_pubservcost,Num,Share of total public service expenditures for labor costs,Yes,Finance-expenditures; (fringe_benefit_play_imp*pubserv02)/pubserv01,"The amount of Public Service expenditures that go to salaries, wages, and fringe benefits.",,,,,,
249,assets06,Num,Total assets,No,Finance-Balance Sheet,"Total assets is the sum of cash, cash equivalents and temporary investments; receivables (net of allowance for uncollectible accounts); inventories, prepaid expenses, and deferred charges; amounts held by trustees for construction and debt service; long-term investments; plant, property, and equipment; and other assets.",,,,,,
250,liabilities07,Num,Total liabilities,No,Finance-Balance Sheet,"Total liabilities is the sum of accounts payable; deferred revenues and refundable advances; post-retirement and post-employment obligations; other accrued liabilities; bonds, notes, and capital leases payable and other long-term debt, including current portion; government grants refundable under student loan programs; and other liabilities.",,,,,,
251,assets11,Num,Total net assets,No,Finance-Balance Sheet,"Total net assets is the sum of net assets invested in capital assts, net of related debt, restricted-expendable net assets, restricted-nonexpendable net assets, and unrestricted net assets. It can be calculated as the difference between total assets and total liabilities.",,,,,,
252,land04,Num,Land improvements - ending balance,No,Finance-Balance Sheet,"Ending balance of land and land improvements is the book value at the end of the fiscal year for capital assets consisting of land and improvements such as athletic fields, golf courses, lakes, etc. Land is nondepreciable; some land improvements are depreciable assets and some are nondepreciable",,,,,,
253,buildings05,Num,Buildings - current replacement value (estimate),No,Finance-Balance Sheet,"Current replacement value of buildings is the current costs to replace all buildings owned, rented, or used by the institution. Represents recent appraisal value or what is currently carried as insurance replacement value. Is not considered the replacement values of those buildings which are a part of endowment or other capital fund investments in real estate. This figure is not a book value figure",,,,,,
254,equipment05,Num,Equipment - current replacement value (estimate),No,Finance-Balance Sheet,"Current replacement value of equipment is the current costs to replace all equipment owned, rented, or used by the institution. Represents recent appraisal value or what is currently carried as insurance replacement value. This figure is not a book value figure.",,,,,,
255,assets15,Num,Net assets end of year,No,Finance-Balance Sheet,"Net assets end of year is the sum of net assets invested in capital assts, net of related debt, restricted-expendable net assets, restricted-nonexpendable net assets, and unrestricted net assets. It can be calculated as the difference between total assets and total liabilities",,,,,,
256,endow02m,Num,Ending value of endowment assets - market,No,Finance-revenues,"Value of endowment assets at the end of the fiscal year. Consists of gross investments of endowment funds, term endowment funds, and funds functioning as endowment for the institution and any of its foundations and other affiliated organizations.",,,,,,
257,assets16,Num,Long-term investments,No,Finance-Balance Sheet,"Assets that are not reasonably expected to be realized in cash or sold or consumed during the next normal operating cycle (normally one year) of the institution. Liquidity or nearness to cash is not the basis for determining classification as current or noncurrent. Thus cash investments intended for liquidation of liabilities due beyond the one-year period are noncurrent assets, as would assets segregated for the liquidation of long-term debts (including amounts due within the next operating cycle). ",,,,,,
258,associatedegrees,Num,Number of associate degrees granted,No,Completions,Total number of associate degrees conferred that normally require at least 2 but less than 4 years of full-time equivalent college work.,,,,,,
259,bachelordegrees,Num,Number of bachelor's degrees granted,No,Completions,"Total number of  awards conferred (baccalaureate or equivalent degree, as determined by the Secretary, U.S. Department of Education) that normally require at least 4 but not more than 5 years of full-time equivalent college-level work. This includes all bachelor's degrees conferred in a 5-year cooperative (work-study) program. A cooperative plan provides for alternate class attendance and employment in business, industry, or government; thus, it allows students to combine actual work experience with their college studies. Also includes bachelor's degrees in which the normal 4 years of work are completed in 3 years.",,,,,,
260,masterdegrees,Num,Number of master's degrees granted,No,Completions,The total number of awards granted  that require the successful completion of a program of study of at least the full-time equivalent of 1 but not more than 2 academic years of work beyond the bachelor's degree.,,,,,,
261,doctordegrees,Num,Number of doctoral degrees granted,No,Completions,"The total number of doctoral degrees conferred. A doctoral degree is the highest award a student can earn for graduate study. The doctor's degree classification includes such degrees as Doctor of Education, Doctor of Juridical Science, Doctor of Public Health, and the Doctor of Philosophy degree in any field such as agronomy, food technology, education, engineering, public administration, ophthalmology, or radiology.",,,,,,
262,firstprofdegrees,Num,Number of first professional degrees granted,No,Completions,"The total number of first professional degrees conferred that require completion of a program that meets all of the following criteria: (1) completion of the academic requirements to begin practice in the profession; (2) at least 2 years of college work prior to entering the program; and (3) a total of at least 6 academic years of college work to complete the degree program, including prior required college work plus the length of the professional program itself. For more information on the changes to the reporting of post-baccalaureate degrees and certificates please visit: http://nces.ed.gov/ipeds/factsheets/fct_ipeds_new_award_levels.asp ",,,,,,
263,awardslessthan1yr,Num,Number of awards less than 1 year granted,No,Completions,"Total number of awards granted that require completion of an organized program of study at the postsecondary level (below the baccalaureate degree) in less than 1 academic year (2 semesters or 3 quarters), or designed for completion in less than 30 semester or trimester credit hours, or in less than 45 quarter credit hours, or in less than 900 contact or clock hours, by a student enrolled full time.",,,,,,
264,awards1yrto2yr,Num,Number of awards of 1-2 years granted,No,Completions,"Total number of awards granted that require completion of an organized program of study at the postsecondary level (below the baccalaureate degree) in at least 1 but less than 2 full-time equivalent academic years , or designed for completion in at least 30 but less than 60 semester or trimester credit hours, or in at least 45 but less than 90 quarter credit hours, or in at least 900 but less than 1,800 contact or clock hours, by a student enrolled full time. ",,,,,,
265,awards2yrto4yr,Num,Number of awards of 2-4 years granted,No,Completions,"Total number of awards granted that require completion of an organized program of study at the postsecondary level (below the baccalaureate degree) in at least 2 but less than 4 full-time equivalent academic years , or designed for completion in at least 60 but less than 120 semester or trimester credit hours, or in at least 90 but less than 180 quarter credit hours, or in at least 1,800 but less than 3,600 contact or clock hours, by a student enrolled full time.",,,,,,
266,postbacccertificates,Num,Number of post-baccalaureate certificates granted,No,Completions,"The total number of awards granted that require completion of an organized program of study equivalent to 18 semester credit hours beyond the bachelor's. It is designed for persons who have completed a baccalaureate degree, but does not meet the requirements of a master’s degree.",,,,,,
267,postmastcertificates,Num,Number of post-master's certificates granted,No,Completions,The total number of awards granted to students who complete an organized program of study and have already earned a master's degree. For more information on the changes to the reporting of post-baccalaureate degrees and certificates please visit: http://nces.ed.gov/ipeds/factsheets/fct_ipeds_new_award_levels.asp ,,,,,,
268,firstprofcertificates,Num,Number of first professional certificates granted,No,Completions,The total number of  awards granted that require completion of an organized program of study designed for persons who have completed the first-professional degree. Examples could be refresher courses or additional units of study in a specialty or subspecialty. For more information on the changes to the reporting of post-baccalaureate degrees and certificates please visit: http://nces.ed.gov/ipeds/factsheets/fct_ipeds_new_award_levels.asp ,,,,,,
269,postmastFPcert,Num,Number of post-master's and first professional certificates granted,Yes,"Completions; sum(postmastcertificates, firstprofcertificates)",The sum of  post-master's and first professional certificates.  In 2009 these were no longer reported separately.,,,,,,
270,totaldegrees,Num,Number of total degrees granted,Yes,"Completions; Sum(associatedegrees, bachelordegrees, masterdegrees, doctordegrees, firstprofdegrees)","The total number of degrees conferred by a college, university, or other postsecondary education institution as official recognition for the successful completion of a program of studies.",,,,,,
271,totaldegrees_100fte,Num,Total degrees per 100 FTE students,Yes,Completions; 100*(totaldegrees/fte_count),The total number of degrees granted per 100 full time equivalent students enrolled.,,,,,,
272,totalawards,Num,Number of total awards granted,Yes,"Completions; Sum(awardslessthan1yr, awards1yrto2yr, awards2yrto4yr)","The total number of awards granted including less than one year, one-two year, and two to four year awards",,,,,,
273,totalcertificates,Num,Number of total certificates granted,Yes,"Completions; Sum(postbacccertificates, postmastercertificates, firstprofcertificates)",The total number of formal awards granted certifying the satisfactory completion of a postsecondary education program.,,,,,,
274,certificates_awards_100fte,Num,Total certificates and awards per 100 FTE students,Yes,"Completions; 100*(sum(totalawards,totalcertificates)/fte_count)",The total number of certificates and awards granted per 100 full time equivalent students enrolled.,,,,,,
